SKU,Location,Qty,ExpiredDate,SubLevel,Latitude,Longitude,level
SPBAN,Q A 06,2,2020-06-24,Q,14,13,1
SPBAN,Q A 07,8,2020-07-07,Q,13,12,1
SPBAN,Q A 08,2,2020-07-12,Q,7,13,1
SPBAN,Q A 09,6,2020-07-03,Q,7,13,1
SPBAN,Q A 10,1,2020-06-17,Q,10,13,1
SPBAN,Q A 11,6,2020-07-06,Q,11,13,1
SPBAN,Q A 12,3,2020-07-04,Q,13,12,1
SPBAN,Q A 13,3,2020-06-23,Q,8,13,1
SPBAN,Q A 14,9,2020-07-17,Q,14,12,1
SPBAN,Q A 15,4,2020-07-04,Q,11,12,1
SPBAN,Q A 16,1,2020-06-20,Q,13,11,1
SPBAN,Q A 17,2,2020-07-01,Q,11,12,1
SPBAN,Q A 18,4,2020-07-13,Q,13,12,1
SPBAN,Q A 19,5,2020-07-13,Q,7,13,1
SPBAN,Q A 20,4,2020-07-02,Q,14,13,1
SPBAN,Q A 21,5,2020-06-26,Q,13,13,1
SPBAN,Q A 22,6,2020-07-09,Q,13,11,1
SPBAN,Q A 23,4,2020-06-17,Q,10,14,1
SPBAN,Q A 24,1,2020-07-11,Q,8,13,1
SPBAN,Q A 25,3,2020-07-17,Q,10,12,1
SPBAN,Q A 26,9,2020-06-20,Q,11,11,1
SPBAN,Q A 27,5,2020-07-21,Q,13,13,1
SPBAN,Q A 28,5,2020-07-19,Q,13,11,1
SPBAN,Q A 29,5,2020-08-01,Q,14,11,1
SPBAN,Q A 30,5,2020-07-21,Q,13,13,1
SPBAN,11 A 011,5,2020-08-02,11,7,13,1
SPBAN,11 A 012,5,2020-07-25,11,14,14,1
SPBAN,11 A 013,5,2020-08-01,11,7,11,1
SPBAN,11 A 021,5,2020-07-21,11,14,13,1
SPBAN,11 A 022,5,2020-07-23,11,7,11,1
SPBAN,11 A 023,5,2020-07-20,11,8,13,1
SPBAN,11 A 031,5,2020-07-18,11,7,12,1
SPBAN,11 A 032,5,2020-07-31,11,8,13,1
SPBAN,11 A 033,5,2020-07-31,11,10,11,1
SPBAN,11 A 041,5,2020-08-02,11,8,14,1
SPBAN,11 A 042,5,2020-07-21,11,7,11,1
SPBAN,11 A 043,5,2020-07-31,11,13,13,1
SPBAN,11 A 051,5,2020-07-23,11,11,13,1
SPBAN,11 A 052,5,2020-07-28,11,10,14,1
SPBAN,11 A 053,5,2020-07-20,11,14,13,1
SPBAN,11 A 061,5,2020-07-26,11,8,11,1
SPBAN,11 A 062,5,2020-07-30,11,10,11,1
SPBAN,11 A 063,5,2020-07-25,11,14,13,1
SPBAN,11 A 071,5,2020-07-27,11,10,14,1
SPBAN,11 A 072,5,2020-07-18,11,13,11,1
SPBAN,11 A 073,5,2020-07-18,11,13,13,1
SPBAN,11 A 081,5,2020-07-27,11,8,13,1
SPBAN,11 A 082,5,2020-07-27,11,7,12,1
SPBAN,11 A 083,5,2020-07-20,11,7,14,1
SPBAN,11 A 091,5,2020-07-18,11,13,13,1
SPBAN,11 A 092,5,2020-07-24,11,7,11,1
SPBAN,11 A 093,5,2020-07-31,11,11,14,1
SPBAN,11 A 101,5,2020-07-21,11,8,12,1
SPBAN,11 A 102,5,2020-07-23,11,14,13,1
SPBAN,11 A 103,5,2020-07-24,11,11,14,1
SPBAN,11 A 111,5,2020-07-27,11,7,13,1
SPBAN,11 A 112,5,2020-07-31,11,13,11,1
SPBAN,11 A 113,9,2020-07-23,11,11,12,1
SPBAN,11 A 121,2,2020-07-22,11,11,11,1
SPBAN,11 A 122,3,2020-07-24,11,10,12,1
SPBAN,11 A 123,3,2020-08-02,11,10,13,1
SPBAN,11 A 131,6,2020-07-27,11,10,14,1
SPBAN,11 A 132,3,2020-08-02,11,13,13,1
SPBAN,11 A 133,8,2020-08-02,11,13,11,1
SPBAN,11 A 141,1,2020-07-23,11,14,13,1
SPBAN,11 A 142,7,2020-07-18,11,8,14,1
SPBAN,11 A 143,8,2020-08-01,11,11,11,1
SPBAN,11 A 151,6,2020-08-01,11,11,13,1
SPBAN,11 A 152,1,2020-07-25,11,13,13,1
SPBAN,11 A 153,9,2020-07-27,11,7,11,1
SPBAN,11 A 161,1,2020-07-29,11,10,11,1
SPBAN,11 A 162,4,2020-07-27,11,8,13,1
SPBAN,11 A 163,6,2020-07-20,11,7,11,1
SPBAN,11 A 171,1,2020-08-01,11,7,11,1
SPBAN,11 A 172,7,2020-08-02,11,13,14,1
SPBAN,11 A 173,1,2020-07-20,11,8,13,1
SPBAN,11 A 181,5,2020-07-31,11,8,13,1
SPBAN,11 A 182,7,2020-07-22,11,11,13,1
SPBAN,11 A 183,2,2020-07-24,11,14,12,1
SPBAN,11 A 191,9,2020-07-29,11,11,13,1
SPBAN,11 A 192,6,2020-07-20,11,11,14,1
SPBAN,11 A 193,8,2020-07-31,11,10,13,1
SPBAN,11 A 201,6,2020-07-19,11,10,13,1
SPBAN,11 A 202,9,2020-07-25,11,14,13,1
SPBAN,11 A 203,9,2020-07-31,11,8,11,1
SPBAN,11 A 211,9,2020-07-22,11,13,14,1
SPBAN,11 A 212,7,2020-07-25,11,8,13,1
SPBAN,11 A 213,8,2020-07-31,11,8,11,1
SPBAN,11 A 221,5,2020-07-27,11,13,13,1
SPBAN,11 A 222,3,2020-07-19,11,7,13,1
SPBAN,11 A 223,7,2020-07-26,11,11,13,1
SPBAN,11 A 231,5,2020-07-21,11,10,14,1
SPBAN,11 A 232,5,2020-07-24,11,8,11,1
SPBAN,11 A 233,5,2020-06-21,11,11,13,1
SPBAN,11 A 241,5,2020-07-02,11,13,13,1
SPBAN,11 A 242,5,2020-06-30,11,14,12,1
SPBAN,11 A 243,5,2020-06-21,11,13,13,1
SPBAN,11 A 251,5,2020-06-30,11,11,12,1
SPBAN,11 A 252,5,2020-06-27,11,7,12,1
SPBAN,11 A 253,5,2020-06-25,11,8,11,1
SPBAN,11 A 261,5,2020-06-28,11,8,14,1
SPBAN,11 A 262,5,2020-06-25,11,14,13,1
SPBAN,11 A 263,5,2020-06-26,11,13,12,1
SPBAN,11 A 271,5,2020-06-23,11,7,13,1
SPBAN,11 A 272,5,2020-06-18,11,10,12,1
SPBAN,11 A 273,5,2020-06-26,11,11,14,1
SPBAN,11 A 281,5,2020-06-26,11,11,13,1
SPBAN,11 A 282,5,2020-06-19,11,11,14,1
SPBAN,11 A 283,5,2020-06-27,11,7,14,1
SPBAN,11 A 291,5,2020-06-19,11,11,12,1
SPBAN,11 A 292,5,2020-06-23,11,14,12,1
SPBAN,11 A 293,5,2020-07-02,11,8,13,1
SPBAN,11 A 301,5,2020-06-22,11,11,14,1
SPBAN,11 A 302,5,2020-07-01,11,7,13,1
SPBAN,11 A 303,5,2020-07-01,11,14,13,1
SPBAN,11 A 311,5,2020-06-21,11,8,11,1
SPBAN,11 A 312,5,2020-06-24,11,13,13,1
SPBAN,11 A 313,5,2020-06-19,11,13,12,1
SPBAN,11 A 321,5,2020-06-21,11,14,13,1
SPBAN,11 A 322,5,2020-06-22,11,13,14,1
SPBAN,11 A 323,5,2020-07-01,11,13,14,1
SPBAN,11 A 331,5,2020-06-21,11,11,13,1
SPBAN,11 A 332,5,2020-06-28,11,8,13,1
SPBAN,11 A 333,5,2020-06-27,11,11,13,1
SPBAN,11 A 341,5,2020-06-30,11,14,11,1
SPBAN,11 A 342,5,2020-07-02,11,14,13,1
SPBAN,11 A 343,5,2020-06-26,11,14,11,1
SPBAN,11 A 351,5,2020-06-25,11,13,12,1
SPBAN,11 A 352,5,2020-06-18,11,8,13,1
SPBAN,11 A 353,3,2020-06-27,11,7,14,1
SPBAN,11 A 361,9,2020-06-29,11,13,14,1
SPBAN,11 A 362,1,2020-06-24,11,11,13,1
SPBAN,11 A 363,4,2020-06-25,11,10,11,1
SPBAN,11 A 371,4,2020-07-02,11,8,13,1
SPBAN,11 A 372,8,2020-06-26,11,14,14,1
SPBAN,11 A 373,6,2020-06-30,11,14,12,1
SPBAN,11 A 381,9,2020-06-26,11,14,13,1
SPBAN,11 A 382,7,2020-06-26,11,7,13,1
SPBAN,11 A 383,8,2020-06-26,11,7,14,1
SPBAN,11 A 391,4,2020-06-20,11,11,13,1
SPBAN,11 A 392,2,2020-06-18,11,10,13,1
SPBAN,11 A 393,6,2020-06-30,11,11,14,1
SPBAN,11 A 401,9,2020-06-28,11,13,13,1
SPBAN,11 A 402,3,2020-07-01,11,13,13,1
SPBAN,11 A 403,3,2020-06-22,11,13,13,1
SPBAN,11 A 411,3,2020-06-30,11,11,13,1
SPBAN,11 A 412,2,2020-06-18,11,14,12,1
SPBAN,11 A 413,1,2020-06-21,11,11,13,1
SPBAN,11 A 421,4,2020-06-26,11,14,11,1
SPBAN,11 A 422,9,2020-07-01,11,7,13,1
SPBAN,11 A 423,9,2020-06-26,11,11,13,1
SPBAN,11 A 431,7,2020-06-26,11,10,13,1
SPBAN,11 A 432,1,2020-07-02,11,13,13,1
SPBAN,11 A 433,8,2020-07-02,11,14,13,1
SPBAN,11 A 441,5,2020-06-21,11,8,14,1
SPBAN,11 A 442,2,2020-06-22,11,10,14,1
SPBAN,11 A 443,7,2020-06-29,11,11,13,1
SPBAN,11 A 451,7,2020-06-30,11,8,12,1
SPBAN,11 A 452,4,2020-06-20,11,8,13,1
SPBAN,11 A 453,7,2020-06-21,11,13,12,1
SPBAN,11 A 461,6,2020-06-25,11,7,11,1
SPBAN,11 A 462,2,2020-07-02,11,8,12,1
SPBAN,11 A 463,6,2020-06-18,11,11,12,1
SPBAN,11 A 471,3,2020-06-23,11,10,11,1
SPBAN,11 A 472,4,2020-06-25,11,8,13,1
SPBAN,11 A 473,3,2020-10-23,11,8,13,1
SPBAN,11 A 481,14,2020-09-17,11,8,13,1
SPBAN,11 A 482,5,2020-01-07,11,8,13,1
SPBAN,11 A 483,2,2020-02-04,11,8,13,1
SPBAN,11 A 491,3,2020-12-31,11,8,13,1
SPBAN,11 A 492,7,2020-01-09,11,8,13,1
SPBAN,11 A 493,20,2020-05-14,11,8,13,1
SPBAN,11 A 501,7,2020-01-29,11,8,13,1
SPBAN,11 A 502,8,2020-04-25,11,8,13,1
SPBAN,11 A 503,2,2020-02-18,11,8,13,1
SPBAN,11 A 511,6,2020-06-05,11,8,13,1
SPBAN,11 A 512,16,2020-04-06,11,8,13,1
SPBAN,11 A 513,3,2020-09-16,11,8,13,1
SPBAN,11 A 521,17,2020-04-13,11,8,13,1
SPBAN,11 A 522,2,2020-02-09,11,8,13,1
SPBAN,11 A 523,20,2020-03-01,11,8,13,1
SPBAN,11 A 531,8,2020-07-16,11,8,13,1
SPBAN,11 A 532,7,2020-06-28,11,8,13,1
SPBAN,11 A 533,3,2020-03-04,11,8,13,1
SPBAN,11 A 541,5,2020-02-15,11,8,13,1
SPBAN,11 A 542,9,2020-02-16,11,8,13,1
SPBAN,11 A 543,14,2020-03-14,11,8,13,1
SPBAN,11 A 551,11,2020-03-23,11,8,13,1
SPBAN,11 A 552,14,2020-01-19,11,8,13,1
SPBAN,11 A 553,15,2020-12-07,11,8,13,1
SPBAN,11 A 561,18,2020-09-09,11,8,13,1
SPBAN,11 A 562,2,2020-01-24,11,8,13,1
SPBAN,11 A 563,10,2020-10-23,11,8,13,1
SPBAN,11 A 571,4,2020-06-05,11,8,13,1
SPBAN,11 A 572,5,2020-10-03,11,8,13,1
SPBAN,11 A 573,4,2020-10-04,11,8,13,1
SPBAN,11 A 581,18,2020-12-26,11,8,13,1
SPBAN,11 A 582,12,2020-01-07,11,8,13,1
SPBAN,11 A 583,20,2020-09-21,11,8,13,1
SPBAN,11 A 591,8,2020-05-13,11,8,13,1
SPBAN,11 A 592,6,2020-05-22,11,8,13,1
SPBAN,11 A 593,13,2020-10-01,11,8,13,1
SPBAN,11 A 601,19,2020-10-28,11,8,13,1
SPBAN,11 A 602,17,2020-07-21,11,8,13,1
SPBAN,11 A 603,19,2020-02-01,11,8,13,1
SPBAN,11 A 611,19,2020-09-21,11,8,13,1
SPBAN,11 A 612,12,2020-02-06,11,8,13,1
SPBAN,11 A 613,7,2020-10-14,11,8,13,1
SPBAN,11 A 621,7,2020-03-24,11,8,13,1
SPBAN,11 A 622,14,2020-04-29,11,8,13,1
SPBAN,11 A 623,3,2020-05-13,11,8,13,1
SPBAN,11 A 631,14,2020-03-08,11,8,13,1
SPBAN,11 A 632,1,2020-06-29,11,8,13,1
SPBAN,11 A 633,12,2020-11-16,11,8,13,1
SPBAN,11 A 641,19,2020-05-12,11,8,13,1
SPBAN,11 A 642,11,2020-11-23,11,8,13,1
SPBAN,11 A 643,11,2020-07-01,11,8,13,1
SPBAN,11 A 651,15,2020-11-13,11,8,13,1
SPBAN,11 A 652,12,2020-04-07,11,8,13,1
SPBAN,11 A 653,11,2020-06-07,11,8,13,1
SPBAN,11 A 661,19,2020-12-20,11,8,13,1
SPBAN,11 A 662,19,2020-04-13,11,8,13,1
SPBAN,11 A 663,5,2020-03-09,11,8,13,1
SPBAN,11 A 671,18,2020-03-27,11,8,13,1
SPBAN,11 A 672,17,2020-03-27,11,8,13,1
SPBAN,11 A 673,2,2020-04-20,11,8,13,1
SPBAN,11 A 681,8,2020-05-14,11,8,13,1
SPBAN,11 A 682,20,2020-04-26,11,8,13,1
SPBAN,11 A 683,19,2020-07-23,11,8,13,1
SPBAN,11 A 691,2,2020-01-12,11,8,13,1
SPBAN,11 A 692,19,2020-11-21,11,8,13,1
SPBAN,11 A 693,13,2020-04-23,11,8,13,1
SPBAN,11 A 701,15,2020-09-02,11,8,13,1
SPBAN,11 A 702,18,2020-03-23,11,8,13,1
SPBAN,11 A 703,15,2020-01-27,11,8,13,1
SPBAN,11 A 711,17,2020-03-20,11,8,13,1
SPBAN,11 A 712,6,2020-08-29,11,8,13,1
SPBAN,11 A 713,9,2020-09-17,11,8,13,1
SPBAN,11 A 721,2,2020-10-30,11,8,13,1
SPBAN,11 A 722,11,2020-10-02,11,8,13,1
SPBAN,11 A 723,18,2020-03-14,11,8,13,1
SPBAN,11 A 731,19,2020-03-11,11,8,13,1
SPBAN,11 A 732,10,2020-09-27,11,8,13,1
SPBAN,11 A 733,20,2020-06-16,11,8,13,1
SPBAN,11 A 741,16,2020-10-09,11,8,13,1
SPBAN,11 A 742,8,2020-01-07,11,8,13,1
SPBAN,11 A 743,9,2020-03-01,11,8,13,1
SPBAN,11 A 751,13,2020-11-12,11,8,13,1
SPBAN,11 A 752,8,2020-08-28,11,8,13,1
SPBAN,11 A 753,7,2020-07-27,11,8,13,1
SPBAN,11 A 761,12,2020-05-01,11,8,13,1
SPBAN,11 A 762,14,2020-05-29,11,8,13,1
SPBAN,11 A 763,17,2020-06-28,11,8,13,1
SPBAN,11 A 771,10,2020-12-17,11,8,13,1
SPBAN,11 A 772,16,2020-05-12,11,8,13,1
SPBAN,11 A 773,4,2020-09-29,11,8,13,1
SPBAN,11 A 781,18,2020-11-29,11,8,13,1
SPBAN,11 A 782,9,2020-09-22,11,8,13,1
SPBAN,11 A 783,11,2020-04-12,11,8,13,1
SPBAN,11 A 791,20,2020-10-31,11,8,13,1
SPBAN,11 A 792,9,2020-06-07,11,8,13,1
SPBAN,11 A 793,11,2020-09-26,11,8,13,1
SPBAN,11 A 801,12,2020-08-11,11,8,13,1
SPBAN,11 A 802,16,2020-11-19,11,8,13,1
SPBAN,11 A 803,9,2020-06-13,11,8,13,1
SPBAN,11 A 811,2,2020-10-19,11,8,13,1
SPBAN,11 A 812,20,2020-12-06,11,8,13,1
SPBAN,11 A 813,20,2020-10-12,11,8,13,1
SPBAN,11 A 821,16,2020-11-22,11,8,13,1
SPBAN,11 A 822,1,2020-01-09,11,8,13,1
SPBAN,11 A 823,16,2020-05-05,11,8,13,1
SPBAN,11 A 831,5,2020-09-03,11,8,13,1
SPBAN,11 A 832,7,2020-01-05,11,8,13,1
SPBAN,11 A 833,20,2020-01-14,11,8,13,1
SPBAN,11 A 841,14,2020-12-01,11,8,13,1
SPBAN,11 A 842,14,2020-04-22,11,8,13,1
SPBAN,11 A 843,20,2020-10-25,11,8,13,1
SPBAN,11 A 851,9,2020-03-27,11,8,13,1
SPBAN,11 A 852,12,2020-06-05,11,8,13,1
SPBAN,11 A 853,14,2020-09-12,11,8,13,1
SPBAN,11 A 861,2,2020-12-15,11,8,13,1
SPBAN,11 A 862,19,2020-09-15,11,8,13,1
SPBAN,11 A 863,5,2020-07-30,11,8,13,1
SPBAN,11 A 871,14,2020-05-01,11,8,13,1
SPBAN,11 A 872,1,2020-01-29,11,8,13,1
SPBAN,11 A 873,7,2020-12-22,11,8,13,1
SPBAN,11 A 881,2,2020-12-16,11,8,13,1
SPBAN,11 A 882,4,2020-02-17,11,8,13,1
SPBAN,11 A 883,16,2020-12-05,11,8,13,1
SPBAN,11 A 891,6,2020-06-30,11,8,13,1
SPBAN,11 A 892,18,2020-03-19,11,8,13,1
SPBAN,11 A 893,6,2020-11-10,11,8,13,1
SPBAN,11 A 901,6,2020-12-08,11,8,13,1
SPBAN,11 A 902,16,2020-12-12,11,8,13,1
SPBAN,11 A 903,11,2020-02-03,11,8,13,1
SPBAN,11 A 911,2,2020-02-03,11,8,13,1
SPBAN,11 A 912,19,2020-01-26,11,8,13,1
SPBAN,11 A 913,9,2020-11-27,11,8,13,1
SPBAN,11 A 921,3,2020-12-25,11,8,13,1
SPBAN,11 A 922,2,2020-06-15,11,8,13,1
SPBAN,11 A 923,7,2020-09-10,11,8,13,1
SPBAN,11 A 931,14,2020-12-04,11,8,13,1
SPBAN,11 A 932,1,2020-03-05,11,8,13,1
SPBAN,11 A 933,2,2020-08-27,11,8,13,1
SPBAN,11 A 941,2,2020-07-11,11,8,13,1
SPBAN,11 A 942,3,2020-09-23,11,8,13,1
SPBAN,11 A 943,12,2020-11-21,11,8,13,1
SPBAN,11 A 951,3,2020-12-15,11,8,13,1
SPBAN,11 A 952,1,2020-10-06,11,8,13,1
SPBAN,11 A 953,18,2020-10-10,11,8,13,1
SPBAN,11 A 961,17,2020-01-09,11,8,13,1
SPBAN,11 A 962,5,2020-07-26,11,8,13,1
SPBAN,11 A 963,1,2020-04-05,11,8,13,1
SPBAN,11 A 971,17,2020-08-04,11,8,13,1
SPBAN,11 A 972,3,2020-02-13,11,8,13,1
SPBAN,11 A 973,1,2020-08-27,11,8,13,1
SPBAN,11 A 981,4,2020-07-30,11,8,13,1
SPBAN,11 A 982,18,2020-03-27,11,8,13,1
SPBAN,11 A 983,6,2020-12-14,11,8,13,1
SPBAN,11 B 014,20,2020-07-13,11,8,13,1
SPBAN,11 B 015,5,2020-04-03,11,8,13,1
SPBAN,11 B 016,13,2020-09-14,11,8,13,1
SPBAN,11 B 024,6,2020-02-04,11,8,13,1
SPBAN,11 B 025,7,2020-12-03,11,8,13,1
SPBAN,11 B 026,5,2020-06-22,11,8,13,1
SPBAN,11 B 034,19,2020-09-28,11,8,13,1
SPBAN,11 B 035,19,2020-04-29,11,8,13,1
SPBAN,11 B 036,11,2020-08-28,11,8,13,1
SPBAN,11 B 044,3,2020-03-23,11,8,13,1
SPBAN,11 B 045,19,2020-12-22,11,8,13,1
SPBAN,11 B 046,5,2020-06-28,11,8,13,1
SPBAN,11 B 054,5,2020-12-25,11,8,13,1
SPBAN,11 B 055,9,2020-09-10,11,8,13,1
SPBAN,11 B 056,4,2020-01-01,11,8,13,1
SPBAN,11 B 064,20,2020-06-05,11,8,13,1
SPBAN,11 B 065,12,2020-09-13,11,8,13,1
SPBAN,11 B 066,20,2020-03-13,11,8,13,1
SPBAN,11 B 074,8,2020-08-27,11,8,13,1
SPBAN,11 B 075,7,2020-12-23,11,8,13,1
SPBAN,11 B 076,11,2020-04-03,11,8,13,1
SPBAN,11 B 084,15,2020-07-27,11,8,13,1
SPBAN,11 B 085,14,2020-03-29,11,8,13,1
SPBAN,11 B 086,5,2020-10-25,11,8,13,1
SPBAN,11 B 094,8,2020-11-22,11,8,13,1
SPBAN,11 B 095,4,2020-04-04,11,8,13,1
SPBAN,11 B 096,11,2020-08-24,11,8,13,1
SPBAN,11 B 104,4,2020-12-27,11,8,13,1
SPBAN,11 B 105,12,2020-07-16,11,8,13,1
SPBAN,11 B 106,3,2020-08-01,11,8,13,1
SPBAN,11 B 114,19,2020-11-27,11,8,13,1
SPBAN,11 B 115,15,2020-02-27,11,8,13,1
SPBAN,11 B 116,6,2020-05-07,11,8,13,1
SPBAN,11 B 124,19,2020-08-26,11,8,13,1
SPBAN,11 B 125,5,2020-12-16,11,8,13,1
SPBAN,11 B 126,8,2020-11-02,11,8,13,1
SPBAN,11 B 134,20,2020-04-03,11,8,13,1
SPBAN,11 B 135,4,2020-08-12,11,8,13,1
SPBAN,11 B 136,18,2020-06-17,11,8,13,1
SPBAN,11 B 144,8,2020-08-28,11,8,13,1
SPBAN,11 B 145,11,2020-04-20,11,8,13,1
SPBAN,11 B 146,13,2020-08-27,11,8,13,1
SPBAN,11 B 154,8,2020-04-08,11,8,13,1
SPBAN,11 B 155,20,2020-01-12,11,8,13,1
SPBAN,11 B 156,12,2020-08-04,11,8,13,1
SPBAN,11 B 164,6,2020-05-11,11,8,13,1
SPBAN,11 B 165,14,2020-07-30,11,8,13,1
SPBAN,11 B 166,8,2020-05-07,11,8,13,1
SPBAN,11 B 174,8,2020-01-19,11,8,13,1
SPBAN,11 B 175,10,2020-10-29,11,8,13,1
SPBAN,11 B 176,20,2020-07-12,11,8,13,1
SPBAN,11 B 184,12,2020-02-05,11,8,13,1
SPBAN,11 B 185,17,2020-08-10,11,8,13,1
SPBAN,11 B 186,6,2020-07-01,11,8,13,1
SPBAN,11 B 194,2,2020-06-22,11,8,13,1
SPBAN,11 B 195,2,2020-05-19,11,8,13,1
SPBAN,11 B 196,3,2020-07-31,11,8,13,1
SPBAN,11 B 204,18,2020-07-09,11,8,13,1
SPBAN,11 B 205,19,2020-02-17,11,8,13,1
SPBAN,11 B 206,10,2020-06-01,11,8,13,1
SPBAN,11 B 214,3,2020-06-19,11,8,13,1
SPBAN,11 B 215,11,2020-07-08,11,8,13,1
SPBAN,11 B 216,13,2020-10-10,11,8,13,1
SPBAN,11 B 224,1,2020-07-01,11,8,13,1
SPBAN,11 B 225,1,2020-06-17,11,8,13,1
SPBAN,11 B 226,16,2020-12-21,11,8,13,1
SPBAN,11 B 234,17,2020-10-04,11,8,13,1
SPBAN,11 B 235,14,2020-10-23,11,8,13,1
SPBAN,11 B 236,13,2020-01-23,11,8,13,1
SPBAN,11 B 244,19,2020-09-14,11,8,13,1
SPBAN,11 B 245,15,2020-01-15,11,8,13,1
SPBAN,11 B 246,7,2020-03-02,11,8,13,1
SPBAN,11 B 254,1,2020-05-21,11,8,13,1
SPBAN,11 B 255,12,2020-12-12,11,8,13,1
SPBAN,11 B 256,18,2020-08-14,11,8,13,1
SPBAN,11 B 264,3,2020-10-30,11,8,13,1
SPBAN,11 B 265,18,2020-07-18,11,8,13,1
SPBAN,11 B 266,8,2020-11-26,11,8,13,1
SPBAN,11 B 274,16,2020-10-28,11,8,13,1
SPBAN,11 B 275,6,2020-11-30,11,8,13,1
SPBAN,11 B 276,13,2020-04-12,11,8,13,1
SPBAN,11 B 284,3,2020-09-04,11,8,13,1
SPBAN,11 B 285,4,2020-02-20,11,8,13,1
SPBAN,11 B 286,3,2020-05-07,11,8,13,1
SPBAN,11 B 294,20,2020-05-16,11,8,13,1
SPBAN,11 B 295,12,2020-10-28,11,8,13,1
SPBAN,11 B 296,10,2020-05-02,11,8,13,1
SPBAN,11 B 304,13,2020-08-14,11,8,13,1
SPBAN,11 B 305,1,2020-08-06,11,8,13,1
SPBAN,11 B 306,13,2020-06-25,11,8,13,1
SPBAN,11 B 314,12,2020-05-19,11,8,13,1
SPBAN,11 B 315,9,2020-12-25,11,8,13,1
SPBAN,11 B 316,5,2020-09-03,11,8,13,1
SPBAN,11 B 324,9,2020-12-05,11,8,13,1
SPBAN,11 B 325,13,2020-07-25,11,8,13,1
SPBAN,11 B 326,8,2020-08-18,11,8,13,1
SPBAN,11 B 334,15,2020-08-14,11,8,13,1
SPBAN,11 B 335,10,2020-07-16,11,8,13,1
SPBAN,11 B 336,2,2020-03-12,11,8,13,1
SPBAN,11 B 344,10,2020-07-15,11,8,13,1
SPBAN,11 B 345,10,2020-09-01,11,8,13,1
SPBAN,11 B 346,5,2020-09-01,11,8,13,1
SPBAN,11 B 354,4,2020-11-05,11,8,13,1
SPBAN,11 B 355,19,2020-06-05,11,8,13,1
SPBAN,11 B 356,7,2020-10-25,11,8,13,1
SPBAN,11 B 364,2,2020-02-15,11,8,13,1
SPBAN,11 B 365,4,2020-12-23,11,8,13,1
