Status,Neutral,Warehouse,Guid,Code,Type,Area,SubNode,name,Latitude,Longitude,Level,X,Y
active,1,brya,25,BRYA-WS2-26,empty,bd,null,node25,25,0,1,null,null
active,1,brya,26,BRYA-WS2-27,empty,bd,null,node26,26,0,1,null,null
active,1,brya,27,BRYA-WS2-28,empty,bd,null,node27,27,0,1,null,null
active,1,brya,28,BRYA-WS2-29,empty,bd,null,node28,28,0,1,null,null
active,1,brya,29,BRYA-WS2-30,empty,bd,null,node29,29,0,1,null,null
active,1,brya,30,BRYA-WS2-31,empty,bd,null,node30,30,0,1,null,null
active,1,brya,31,BRYA-WS2-32,empty,bd,null,node31,31,0,1,null,null
active,1,brya,32,BRYA-WS2-33,empty,bd,null,node32,32,0,1,null,null
active,1,brya,33,BRYA-WS2-34,empty,bd,null,node33,33,0,1,null,null
active,1,brya,34,BRYA-WS2-35,empty,bd,null,node34,34,0,1,null,null
active,1,brya,35,BRYA-WS2-36,empty,bd,null,node35,35,0,1,null,null
active,1,brya,36,BRYA-WS2-37,empty,bd,null,node36,36,0,1,null,null
active,1,brya,37,BRYA-WS2-38,empty,bd,null,node37,0,1,1,null,null
active,1,brya,38,BRYA-WS2-39,empty,bd,null,node38,1,1,1,null,null
active,1,brya,39,BRYA-WS2-40,empty,bd,null,node39,2,1,1,null,null
active,1,brya,40,BRYA-WS2-41,empty,bd,null,node40,3,1,1,null,null
active,1,brya,41,BRYA-WS2-42,empty,bd,null,node41,4,1,1,null,null
active,1,brya,42,BRYA-WS2-43,empty,bd,null,node42,5,1,1,null,null
active,1,brya,43,BRYA-WS2-44,empty,bd,null,node43,6,1,1,null,null
active,1,brya,44,BRYA-WS2-45,empty,bd,null,node44,7,1,1,null,null
active,1,brya,45,BRYA-WS2-46,empty,bd,null,node45,8,1,1,null,null
active,1,brya,46,BRYA-WS2-47,path,bd,null,node46,9,1,1,null,null
active,1,brya,47,BRYA-WS2-48,path,bd,null,node47,10,1,1,null,null
active,1,brya,48,BRYA-WS2-49,path,bd,null,node48,11,1,1,null,null
active,1,brya,49,BRYA-WS2-50,path,bd,null,node49,12,1,1,null,null
active,1,brya,50,BRYA-WS2-51,path,bd,null,node50,13,1,1,null,null
active,1,brya,51,BRYA-WS2-52,path,bd,null,node51,14,1,1,null,null
active,1,brya,52,BRYA-WS2-53,path,bd,null,node52,15,1,1,null,null
active,1,brya,53,BRYA-WS2-54,path,bd,null,node53,16,1,1,null,null
active,1,brya,54,BRYA-WS2-55,path,bd,null,node54,17,1,1,null,null
active,1,brya,55,BRYA-WS2-56,empty,bd,null,node55,18,1,1,null,null
active,1,brya,56,BRYA-WS2-57,path,bd,null,node56,19,1,1,null,null
active,1,brya,57,BRYA-WS2-58,empty,bd,null,node57,20,1,1,null,null
active,1,brya,58,BRYA-WS2-59,empty,bd,null,node58,21,1,1,null,null
active,1,brya,59,BRYA-WS2-60,empty,bd,null,node59,22,1,1,null,null
active,1,brya,60,BRYA-WS2-61,empty,bd,null,node60,23,1,1,null,null
active,1,brya,61,BRYA-WS2-62,empty,bd,null,node61,24,1,1,null,null
active,1,brya,62,BRYA-WS2-63,empty,bd,null,node62,25,1,1,null,null
active,1,brya,63,BRYA-WS2-64,empty,bd,null,node63,26,1,1,null,null
active,1,brya,64,BRYA-WS2-65,empty,bd,null,node64,27,1,1,null,null
active,1,brya,65,BRYA-WS2-66,empty,bd,null,node65,28,1,1,null,null
active,1,brya,66,BRYA-WS2-67,empty,bd,null,node66,29,1,1,null,null
active,1,brya,67,BRYA-WS2-68,empty,bd,null,node67,30,1,1,null,null
active,1,brya,68,BRYA-WS2-69,empty,bd,null,node68,31,1,1,null,null
active,1,brya,69,BRYA-WS2-70,empty,bd,null,node69,32,1,1,null,null
active,1,brya,70,BRYA-WS2-71,empty,bd,null,node70,33,1,1,null,null
active,1,brya,71,BRYA-WS2-72,empty,bd,null,node71,34,1,1,null,null
active,1,brya,72,BRYA-WS2-73,empty,bd,null,node72,35,1,1,null,null
active,1,brya,73,BRYA-WS2-74,empty,bd,null,node73,36,1,1,null,null
active,1,brya,74,BRYA-WS2-75,empty,bd,null,node74,0,2,1,null,null
active,1,brya,75,BRYA-WS2-76,empty,bd,null,node75,1,2,1,null,null
active,1,brya,76,BRYA-WS2-77,empty,bd,null,node76,2,2,1,null,null
active,1,brya,77,BRYA-WS2-78,empty,bd,null,node77,3,2,1,null,null
active,1,brya,78,BRYA-WS2-79,empty,bd,null,node78,4,2,1,null,null
active,1,brya,79,BRYA-WS2-80,empty,bd,null,node79,5,2,1,null,null
active,1,brya,80,BRYA-WS2-81,empty,bd,null,node80,6,2,1,null,null
active,1,brya,81,BRYA-WS2-82,empty,bd,null,node81,7,2,1,null,null
active,1,brya,82,BRYA-WS2-83,empty,bd,null,node82,8,2,1,null,null
active,1,brya,83,BRYA-WS2-84,path,bd,null,node83,9,2,1,null,null
active,1,brya,84,BRYA-WS2-85,bin,bd,null,node84,10,2,1,null,null
active,1,brya,85,BRYA-WS2-86,bin,bd,null,node85,11,2,1,null,null
active,1,brya,86,BRYA-WS2-87,bin,bd,null,node86,12,2,1,null,null
active,1,brya,87,BRYA-WS2-88,bin,bd,null,node87,13,2,1,null,null
active,1,brya,88,BRYA-WS2-89,bin,bd,null,node88,14,2,1,null,null
active,1,brya,89,BRYA-WS2-90,bin,bd,null,node89,15,2,1,null,null
active,1,brya,90,BRYA-WS2-91,bin,bd,null,node90,16,2,1,null,null
active,1,brya,91,BRYA-WS2-92,bin,bd,null,node91,17,2,1,null,null
active,1,brya,92,BRYA-WS2-93,empty,bd,null,node92,18,2,1,null,null
active,1,brya,93,BRYA-WS2-94,path,bd,null,node93,19,2,1,null,null
active,1,brya,94,BRYA-WS2-95,empty,bd,null,node94,20,2,1,null,null
active,1,brya,95,BRYA-WS2-96,empty,bd,null,node95,21,2,1,null,null
active,1,brya,96,BRYA-WS2-97,empty,bd,null,node96,22,2,1,null,null
active,1,brya,97,BRYA-WS2-98,empty,bd,null,node97,23,2,1,null,null
active,1,brya,98,BRYA-WS2-99,empty,bd,null,node98,24,2,1,null,null
active,1,brya,99,BRYA-WS2-100,empty,bd,null,node99,25,2,1,null,null
active,1,brya,100,BRYA-WS2-101,empty,bd,null,node100,26,2,1,null,null
active,1,brya,101,BRYA-WS2-102,empty,bd,null,node101,27,2,1,null,null
active,1,brya,102,BRYA-WS2-103,empty,bd,null,node102,28,2,1,null,null
active,1,brya,103,BRYA-WS2-104,empty,bd,null,node103,29,2,1,null,null
active,1,brya,104,BRYA-WS2-105,empty,bd,null,node104,30,2,1,null,null
active,1,brya,105,BRYA-WS2-106,empty,bd,null,node105,31,2,1,null,null
active,1,brya,106,BRYA-WS2-107,empty,bd,null,node106,32,2,1,null,null
active,1,brya,107,BRYA-WS2-108,empty,bd,null,node107,33,2,1,null,null
active,1,brya,108,BRYA-WS2-109,empty,bd,null,node108,34,2,1,null,null
active,1,brya,109,BRYA-WS2-110,empty,bd,null,node109,35,2,1,null,null
active,1,brya,110,BRYA-WS2-111,empty,bd,null,node110,36,2,1,null,null
active,1,brya,111,BRYA-WS2-112,empty,bd,null,node111,0,3,1,null,null
active,1,brya,112,BRYA-WS2-113,empty,bd,null,node112,1,3,1,null,null
active,1,brya,113,BRYA-WS2-114,empty,bd,null,node113,2,3,1,null,null
active,1,brya,114,BRYA-WS2-115,empty,bd,null,node114,3,3,1,null,null
active,1,brya,115,BRYA-WS2-116,empty,bd,null,node115,4,3,1,null,null
active,1,brya,116,BRYA-WS2-117,empty,bd,null,node116,5,3,1,null,null
active,1,brya,117,BRYA-WS2-118,empty,bd,null,node117,6,3,1,null,null
active,1,brya,118,BRYA-WS2-119,empty,bd,null,node118,7,3,1,null,null
active,1,brya,119,BRYA-WS2-120,empty,bd,null,node119,8,3,1,null,null
active,1,brya,120,BRYA-WS2-121,path,bd,null,node120,9,3,1,null,null
active,1,brya,121,BRYA-WS2-122,bin,bd,null,node121,10,3,1,null,null
active,1,brya,122,BRYA-WS2-123,bin,bd,null,node122,11,3,1,null,null
active,1,brya,123,BRYA-WS2-124,bin,bd,null,node123,12,3,1,null,null
active,1,brya,124,BRYA-WS2-125,bin,bd,null,node124,13,3,1,null,null
active,1,brya,125,BRYA-WS2-126,bin,bd,null,node125,14,3,1,null,null
active,1,brya,126,BRYA-WS2-127,bin,bd,null,node126,15,3,1,null,null
active,1,brya,127,BRYA-WS2-128,bin,bd,null,node127,16,3,1,null,null
active,1,brya,128,BRYA-WS2-129,bin,bd,null,node128,17,3,1,null,null
active,1,brya,129,BRYA-WS2-130,empty,bd,null,node129,18,3,1,null,null
active,1,brya,130,BRYA-WS2-131,path,bd,null,node130,19,3,1,null,null
active,1,brya,131,BRYA-WS2-132,empty,bd,null,node131,20,3,1,null,null
active,1,brya,132,BRYA-WS2-133,empty,bd,null,node132,21,3,1,null,null
active,1,brya,133,BRYA-WS2-134,empty,bd,null,node133,22,3,1,null,null
active,1,brya,134,BRYA-WS2-135,empty,bd,null,node134,23,3,1,null,null
active,1,brya,135,BRYA-WS2-136,empty,bd,null,node135,24,3,1,null,null
active,1,brya,136,BRYA-WS2-137,empty,bd,null,node136,25,3,1,null,null
active,1,brya,137,BRYA-WS2-138,empty,bd,null,node137,26,3,1,null,null
active,1,brya,138,BRYA-WS2-139,empty,bd,null,node138,27,3,1,null,null
active,1,brya,139,BRYA-WS2-140,empty,bd,null,node139,28,3,1,null,null
active,1,brya,140,BRYA-WS2-141,empty,bd,null,node140,29,3,1,null,null
active,1,brya,141,BRYA-WS2-142,empty,bd,null,node141,30,3,1,null,null
active,1,brya,142,BRYA-WS2-143,empty,bd,null,node142,31,3,1,null,null
active,1,brya,143,BRYA-WS2-144,empty,bd,null,node143,32,3,1,null,null
active,1,brya,144,BRYA-WS2-145,empty,bd,null,node144,33,3,1,null,null
active,1,brya,145,BRYA-WS2-146,empty,bd,null,node145,34,3,1,null,null
active,1,brya,146,BRYA-WS2-147,empty,bd,null,node146,35,3,1,null,null
active,1,brya,147,BRYA-WS2-148,empty,bd,null,node147,36,3,1,null,null
active,1,brya,148,BRYA-WS2-149,empty,bd,null,node148,0,4,1,null,null
active,1,brya,149,BRYA-WS2-150,empty,bd,null,node149,1,4,1,null,null
active,1,brya,150,BRYA-WS2-151,empty,bd,null,node150,2,4,1,null,null
active,1,brya,151,BRYA-WS2-152,empty,bd,null,node151,3,4,1,null,null
active,1,brya,152,BRYA-WS2-153,empty,bd,null,node152,4,4,1,null,null
active,1,brya,153,BRYA-WS2-154,empty,bd,null,node153,5,4,1,null,null
active,1,brya,154,BRYA-WS2-155,empty,bd,null,node154,6,4,1,null,null
active,1,brya,155,BRYA-WS2-156,empty,bd,null,node155,7,4,1,null,null
active,1,brya,156,BRYA-WS2-157,empty,bd,null,node156,8,4,1,null,null
active,1,brya,157,BRYA-WS2-158,path,bd,null,node157,9,4,1,null,null
active,1,brya,158,BRYA-WS2-159,path,bd,null,node158,10,4,1,null,null
active,1,brya,159,BRYA-WS2-160,path,bd,null,node159,11,4,1,null,null
active,1,brya,160,BRYA-WS2-161,path,bd,null,node160,12,4,1,null,null
active,1,brya,161,BRYA-WS2-162,path,bd,null,node161,13,4,1,null,null
active,1,brya,162,BRYA-WS2-163,path,bd,null,node162,14,4,1,null,null
active,1,brya,163,BRYA-WS2-164,path,bd,null,node163,15,4,1,null,null
active,1,brya,164,BRYA-WS2-165,path,bd,null,node164,16,4,1,null,null
active,1,brya,165,BRYA-WS2-166,path,bd,null,node165,17,4,1,null,null
active,1,brya,166,BRYA-WS2-167,empty,bd,null,node166,18,4,1,null,null
active,1,brya,167,BRYA-WS2-168,path,bd,null,node167,19,4,1,null,null
active,1,brya,168,BRYA-WS2-169,empty,bd,null,node168,20,4,1,null,null
active,1,brya,169,BRYA-WS2-170,empty,bd,null,node169,21,4,1,null,null
active,1,brya,170,BRYA-WS2-171,empty,bd,null,node170,22,4,1,null,null
active,1,brya,171,BRYA-WS2-172,empty,bd,null,node171,23,4,1,null,null
active,1,brya,172,BRYA-WS2-173,empty,bd,null,node172,24,4,1,null,null
active,1,brya,173,BRYA-WS2-174,empty,bd,null,node173,25,4,1,null,null
active,1,brya,174,BRYA-WS2-175,empty,bd,null,node174,26,4,1,null,null
active,1,brya,175,BRYA-WS2-176,empty,bd,null,node175,27,4,1,null,null
active,1,brya,176,BRYA-WS2-177,empty,bd,null,node176,28,4,1,null,null
active,1,brya,177,BRYA-WS2-178,empty,bd,null,node177,29,4,1,null,null
active,1,brya,178,BRYA-WS2-179,empty,bd,null,node178,30,4,1,null,null
active,1,brya,179,BRYA-WS2-180,empty,bd,null,node179,31,4,1,null,null
active,1,brya,180,BRYA-WS2-181,empty,bd,null,node180,32,4,1,null,null
active,1,brya,181,BRYA-WS2-182,empty,bd,null,node181,33,4,1,null,null
active,1,brya,182,BRYA-WS2-183,empty,bd,null,node182,34,4,1,null,null
active,1,brya,183,BRYA-WS2-184,empty,bd,null,node183,35,4,1,null,null
active,1,brya,184,BRYA-WS2-185,empty,bd,null,node184,36,4,1,null,null
active,1,brya,185,BRYA-WS2-186,empty,bd,null,node185,0,5,1,null,null
active,1,brya,186,BRYA-WS2-187,empty,bd,null,node186,1,5,1,null,null
active,1,brya,187,BRYA-WS2-188,empty,bd,null,node187,2,5,1,null,null
active,1,brya,188,BRYA-WS2-189,empty,bd,null,node188,3,5,1,null,null
active,1,brya,189,BRYA-WS2-190,empty,bd,null,node189,4,5,1,null,null
active,1,brya,190,BRYA-WS2-191,empty,bd,null,node190,5,5,1,null,null
active,1,brya,191,BRYA-WS2-192,empty,bd,null,node191,6,5,1,null,null
active,1,brya,192,BRYA-WS2-193,empty,bd,null,node192,7,5,1,null,null
active,1,brya,193,BRYA-WS2-194,empty,bd,null,node193,8,5,1,null,null
active,1,brya,194,BRYA-WS2-195,path,bd,null,node194,9,5,1,null,null
active,1,brya,195,BRYA-WS2-196,bin,bd,null,node195,10,5,1,null,null
active,1,brya,196,BRYA-WS2-197,bin,bd,null,node196,11,5,1,null,null
active,1,brya,197,BRYA-WS2-198,bin,bd,null,node197,12,5,1,null,null
active,1,brya,198,BRYA-WS2-199,bin,bd,null,node198,13,5,1,null,null
active,1,brya,199,BRYA-WS2-200,bin,bd,null,node199,14,5,1,null,null
active,1,brya,200,BRYA-WS2-201,bin,bd,null,node200,15,5,1,null,null
active,1,brya,201,BRYA-WS2-202,bin,bd,null,node201,16,5,1,null,null
active,1,brya,202,BRYA-WS2-203,bin,bd,null,node202,17,5,1,null,null
active,1,brya,203,BRYA-WS2-204,empty,bd,null,node203,18,5,1,null,null
active,1,brya,204,BRYA-WS2-205,path,bd,null,node204,19,5,1,null,null
active,1,brya,205,BRYA-WS2-206,empty,bd,null,node205,20,5,1,null,null
active,1,brya,206,BRYA-WS2-207,empty,bd,null,node206,21,5,1,null,null
active,1,brya,207,BRYA-WS2-208,empty,bd,null,node207,22,5,1,null,null
active,1,brya,208,BRYA-WS2-209,empty,bd,null,node208,23,5,1,null,null
active,1,brya,209,BRYA-WS2-210,empty,bd,null,node209,24,5,1,null,null
active,1,brya,210,BRYA-WS2-211,empty,bd,null,node210,25,5,1,null,null
active,1,brya,211,BRYA-WS2-212,empty,bd,null,node211,26,5,1,null,null
active,1,brya,212,BRYA-WS2-213,empty,bd,null,node212,27,5,1,null,null
active,1,brya,213,BRYA-WS2-214,empty,bd,null,node213,28,5,1,null,null
active,1,brya,214,BRYA-WS2-215,empty,bd,null,node214,29,5,1,null,null
active,1,brya,215,BRYA-WS2-216,empty,bd,null,node215,30,5,1,null,null
active,1,brya,216,BRYA-WS2-217,empty,bd,null,node216,31,5,1,null,null
active,1,brya,217,BRYA-WS2-218,empty,bd,null,node217,32,5,1,null,null
active,1,brya,218,BRYA-WS2-219,empty,bd,null,node218,33,5,1,null,null
active,1,brya,219,BRYA-WS2-220,empty,bd,null,node219,34,5,1,null,null
active,1,brya,220,BRYA-WS2-221,empty,bd,null,node220,35,5,1,null,null
active,1,brya,221,BRYA-WS2-222,empty,bd,null,node221,36,5,1,null,null
active,1,brya,222,BRYA-WS2-223,empty,bd,null,node222,0,6,1,null,null
active,1,brya,223,BRYA-WS2-224,empty,bd,null,node223,1,6,1,null,null
active,1,brya,224,BRYA-WS2-225,empty,bd,null,node224,2,6,1,null,null
active,1,brya,225,BRYA-WS2-226,empty,bd,null,node225,3,6,1,null,null
active,1,brya,226,BRYA-WS2-227,empty,bd,null,node226,4,6,1,null,null
active,1,brya,227,BRYA-WS2-228,empty,bd,null,node227,5,6,1,null,null
active,1,brya,228,BRYA-WS2-229,empty,bd,null,node228,6,6,1,null,null
active,1,brya,229,BRYA-WS2-230,empty,bd,null,node229,7,6,1,null,null
active,1,brya,230,BRYA-WS2-231,empty,bd,null,node230,8,6,1,null,null
active,1,brya,231,BRYA-WS2-232,path,bd,null,node231,9,6,1,null,null
active,1,brya,232,BRYA-WS2-233,bin,bd,null,node232,10,6,1,null,null
active,1,brya,233,BRYA-WS2-234,bin,bd,null,node233,11,6,1,null,null
active,1,brya,234,BRYA-WS2-235,bin,bd,null,node234,12,6,1,null,null
active,1,brya,235,BRYA-WS2-236,bin,bd,null,node235,13,6,1,null,null
active,1,brya,236,BRYA-WS2-237,bin,bd,null,node236,14,6,1,null,null
active,1,brya,237,BRYA-WS2-238,bin,bd,null,node237,15,6,1,null,null
active,1,brya,238,BRYA-WS2-239,bin,bd,null,node238,16,6,1,null,null
active,1,brya,239,BRYA-WS2-240,bin,bd,null,node239,17,6,1,null,null
active,1,brya,240,BRYA-WS2-241,empty,bd,null,node240,18,6,1,null,null
active,1,brya,241,BRYA-WS2-242,path,bd,null,node241,19,6,1,null,null
active,1,brya,242,BRYA-WS2-243,empty,bd,null,node242,20,6,1,null,null
active,1,brya,243,BRYA-WS2-244,empty,bd,null,node243,21,6,1,null,null
active,1,brya,244,BRYA-WS2-245,empty,bd,null,node244,22,6,1,null,null
active,1,brya,245,BRYA-WS2-246,empty,bd,null,node245,23,6,1,null,null
active,1,brya,246,BRYA-WS2-247,empty,bd,null,node246,24,6,1,null,null
active,1,brya,247,BRYA-WS2-248,empty,bd,null,node247,25,6,1,null,null
active,1,brya,248,BRYA-WS2-249,empty,bd,null,node248,26,6,1,null,null
active,1,brya,249,BRYA-WS2-250,empty,bd,null,node249,27,6,1,null,null
active,1,brya,250,BRYA-WS2-251,empty,bd,null,node250,28,6,1,null,null
active,1,brya,251,BRYA-WS2-252,empty,bd,null,node251,29,6,1,null,null
active,1,brya,252,BRYA-WS2-253,empty,bd,null,node252,30,6,1,null,null
active,1,brya,253,BRYA-WS2-254,empty,bd,null,node253,31,6,1,null,null
active,1,brya,254,BRYA-WS2-255,empty,bd,null,node254,32,6,1,null,null
active,1,brya,255,BRYA-WS2-256,empty,bd,null,node255,33,6,1,null,null
active,1,brya,256,BRYA-WS2-257,empty,bd,null,node256,34,6,1,null,null
active,1,brya,257,BRYA-WS2-258,empty,bd,null,node257,35,6,1,null,null
active,1,brya,258,BRYA-WS2-259,empty,bd,null,node258,36,6,1,null,null
active,1,brya,259,BRYA-WS2-260,empty,bd,null,node259,0,7,1,null,null
active,1,brya,260,BRYA-WS2-261,empty,bd,null,node260,1,7,1,null,null
active,1,brya,261,BRYA-WS2-262,empty,bd,null,node261,2,7,1,null,null
active,1,brya,262,BRYA-WS2-263,empty,bd,null,node262,3,7,1,null,null
active,1,brya,263,BRYA-WS2-264,empty,bd,null,node263,4,7,1,null,null
active,1,brya,264,BRYA-WS2-265,empty,bd,null,node264,5,7,1,null,null
active,1,brya,265,BRYA-WS2-266,empty,bd,null,node265,6,7,1,null,null
active,1,brya,266,BRYA-WS2-267,empty,bd,null,node266,7,7,1,null,null
active,1,brya,267,BRYA-WS2-268,empty,bd,null,node267,8,7,1,null,null
active,1,brya,268,BRYA-WS2-269,path,bd,null,node268,9,7,1,null,null
active,1,brya,269,BRYA-WS2-270,path,bd,null,node269,10,7,1,null,null
active,1,brya,270,BRYA-WS2-271,path,bd,null,node270,11,7,1,null,null
active,1,brya,271,BRYA-WS2-272,path,bd,null,node271,12,7,1,null,null
active,1,brya,272,BRYA-WS2-273,path,bd,null,node272,13,7,1,null,null
active,1,brya,273,BRYA-WS2-274,path,bd,null,node273,14,7,1,null,null
active,1,brya,274,BRYA-WS2-275,path,bd,null,node274,15,7,1,null,null
active,1,brya,275,BRYA-WS2-276,path,bd,null,node275,16,7,1,null,null
active,1,brya,276,BRYA-WS2-277,path,bd,null,node276,17,7,1,null,null
active,1,brya,277,BRYA-WS2-278,empty,bd,null,node277,18,7,1,null,null
active,1,brya,278,BRYA-WS2-279,path,bd,null,node278,19,7,1,null,null
active,1,brya,279,BRYA-WS2-280,empty,bd,null,node279,20,7,1,null,null
active,1,brya,280,BRYA-WS2-281,empty,bd,null,node280,21,7,1,null,null
active,1,brya,281,BRYA-WS2-282,empty,bd,null,node281,22,7,1,null,null
active,1,brya,282,BRYA-WS2-283,empty,bd,null,node282,23,7,1,null,null
active,1,brya,283,BRYA-WS2-284,empty,bd,null,node283,24,7,1,null,null
active,1,brya,284,BRYA-WS2-285,empty,bd,null,node284,25,7,1,null,null
active,1,brya,285,BRYA-WS2-286,empty,bd,null,node285,26,7,1,null,null
active,1,brya,286,BRYA-WS2-287,empty,bd,null,node286,27,7,1,null,null
active,1,brya,287,BRYA-WS2-288,empty,bd,null,node287,28,7,1,null,null
active,1,brya,288,BRYA-WS2-289,empty,bd,null,node288,29,7,1,null,null
active,1,brya,289,BRYA-WS2-290,empty,bd,null,node289,30,7,1,null,null
active,1,brya,290,BRYA-WS2-291,empty,bd,null,node290,31,7,1,null,null
active,1,brya,291,BRYA-WS2-292,empty,bd,null,node291,32,7,1,null,null
active,1,brya,292,BRYA-WS2-293,empty,bd,null,node292,33,7,1,null,null
active,1,brya,293,BRYA-WS2-294,empty,bd,null,node293,34,7,1,null,null
active,1,brya,294,BRYA-WS2-295,empty,bd,null,node294,35,7,1,null,null
active,1,brya,295,BRYA-WS2-296,empty,bd,null,node295,36,7,1,null,null
active,1,brya,296,BRYA-WS2-297,empty,bd,null,node296,0,8,1,null,null
active,1,brya,297,BRYA-WS2-298,empty,bd,null,node297,1,8,1,null,null
active,1,brya,298,BRYA-WS2-299,empty,bd,null,node298,2,8,1,null,null
active,1,brya,299,BRYA-WS2-300,empty,bd,null,node299,3,8,1,null,null
active,1,brya,300,BRYA-WS2-301,empty,bd,null,node300,4,8,1,null,null
active,1,brya,301,BRYA-WS2-302,empty,bd,null,node301,5,8,1,null,null
active,1,brya,302,BRYA-WS2-303,empty,bd,null,node302,6,8,1,null,null
active,1,brya,303,BRYA-WS2-304,empty,bd,null,node303,7,8,1,null,null
active,1,brya,304,BRYA-WS2-305,empty,bd,null,node304,8,8,1,null,null
active,1,brya,305,BRYA-WS2-306,path,bd,null,node305,9,8,1,null,null
active,1,brya,306,BRYA-WS2-307,bin,bd,null,node306,10,8,1,null,null
active,1,brya,307,BRYA-WS2-308,bin,bd,null,node307,11,8,1,null,null
active,1,brya,308,BRYA-WS2-309,bin,bd,null,node308,12,8,1,null,null
active,1,brya,309,BRYA-WS2-310,bin,bd,null,node309,13,8,1,null,null
active,1,brya,310,BRYA-WS2-311,bin,bd,null,node310,14,8,1,null,null
active,1,brya,311,BRYA-WS2-312,bin,bd,null,node311,15,8,1,null,null
active,1,brya,312,BRYA-WS2-313,bin,bd,null,node312,16,8,1,null,null
active,1,brya,313,BRYA-WS2-314,bin,bd,null,node313,17,8,1,null,null
active,1,brya,314,BRYA-WS2-315,empty,bd,null,node314,18,8,1,null,null
active,1,brya,315,BRYA-WS2-316,path,bd,null,node315,19,8,1,null,null
active,1,brya,316,BRYA-WS2-317,empty,bd,null,node316,20,8,1,null,null
active,1,brya,317,BRYA-WS2-318,empty,bd,null,node317,21,8,1,null,null
active,1,brya,318,BRYA-WS2-319,empty,bd,null,node318,22,8,1,null,null
active,1,brya,319,BRYA-WS2-320,empty,bd,null,node319,23,8,1,null,null
active,1,brya,320,BRYA-WS2-321,empty,bd,null,node320,24,8,1,null,null
active,1,brya,321,BRYA-WS2-322,empty,bd,null,node321,25,8,1,null,null
active,1,brya,322,BRYA-WS2-323,empty,bd,null,node322,26,8,1,null,null
active,1,brya,323,BRYA-WS2-324,empty,bd,null,node323,27,8,1,null,null
active,1,brya,324,BRYA-WS2-325,empty,bd,null,node324,28,8,1,null,null
active,1,brya,325,BRYA-WS2-326,empty,bd,null,node325,29,8,1,null,null
active,1,brya,326,BRYA-WS2-327,empty,bd,null,node326,30,8,1,null,null
active,1,brya,327,BRYA-WS2-328,empty,bd,null,node327,31,8,1,null,null
active,1,brya,328,BRYA-WS2-329,empty,bd,null,node328,32,8,1,null,null
active,1,brya,329,BRYA-WS2-330,empty,bd,null,node329,33,8,1,null,null
active,1,brya,330,BRYA-WS2-331,empty,bd,null,node330,34,8,1,null,null
active,1,brya,331,BRYA-WS2-332,empty,bd,null,node331,35,8,1,null,null
active,1,brya,332,BRYA-WS2-333,empty,bd,null,node332,36,8,1,null,null
active,1,brya,333,BRYA-WS2-334,empty,bd,null,node333,0,9,1,null,null
active,1,brya,334,BRYA-WS2-335,empty,bd,null,node334,1,9,1,null,null
active,1,brya,335,BRYA-WS2-336,empty,bd,null,node335,2,9,1,null,null
active,1,brya,336,BRYA-WS2-337,empty,bd,null,node336,3,9,1,null,null
active,1,brya,337,BRYA-WS2-338,empty,bd,null,node337,4,9,1,null,null
active,1,brya,338,BRYA-WS2-339,empty,bd,null,node338,5,9,1,null,null
